"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"Parp6",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Ezh1",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Ccnk",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Rab3c",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Arhgef40",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Dgat1",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Ltbp3",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Flna",0.117101899921309,1.32862274746137,0.116,0.048,1,0.931436058653967,"Not significant",NA
"Micall1",0.117103143215887,-1.07347569610998,0.116,0.222,1,0.931431447686008,"Not significant",NA
"Gm19500",0.117211742454767,-0.746665379842867,0.209,0.325,1,0.931028877841361,"Not significant",NA
"Dlgap2",0.117579288599091,1.0815298854966,0.186,0.095,1,0.929669171791298,"Not significant",NA
"Mib2",0.11821648923714,1.09158355016052,0.163,0.079,1,0.927321942361327,"Not significant",NA
"Begain",0.11821648923714,1.09158355016052,0.163,0.079,1,0.927321942361327,"Not significant",NA
"Cask",0.11821648923714,1.09158355016052,0.163,0.079,1,0.927321942361327,"Not significant",NA
"Xpo4",0.118647970706685,1.22908707391046,0.14,0.063,1,0.925739685330551,"Not significant",NA
"Pgap1",0.11885186407241,-0.864022330481025,0.093,0.198,1,0.924994002408555,"Not significant",NA
"Rpl6",0.119366880133913,0.913585248182527,0.186,0.095,1,0.923116157045673,"Not significant",NA
"Jpx",0.120161810422214,1.17250354554409,0.163,0.079,1,0.92023353697727,"Not significant",NA
"Adam23",0.120273128731205,1.18844508941311,0.14,0.063,1,0.919831391341081,"Not significant",NA
"Slc27a4",0.120273128731205,1.18844508941311,0.14,0.063,1,0.919831391341081,"Not significant",NA
